TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,ENTIDAD,INCUMPLIMIENTO
VINO,RESTAURANT MISION SANTA ISABEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA  S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO V Y M,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CARNE MART SUCURSAL TECATE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,LA CENTRAL DE SODA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO ALFER,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,CIRCULO K VALLE LAS PALMAS,BAJA CALIFORNIA,Carece de fecha de caducidad
LICOR,PUERTO NUEVO HOTEL Y VILLAS  Y/O DESARROLLOS EDD S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
VINO,ITALIANNIS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SPORTS FAN,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,LOB FOOTWEAR  S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,JACAÔS TEQUILERIA Y TAPAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
WHISKY,JACAÔS TEQUILERIA Y TAPAS,BAJA CALIFORNIA,Induce a error o confusion al consumidor con respecto a la naturaleza y caracteristicas del producto
PRODUCTOS ALIMENTICIOS,BODEGON ROSALES,BAJA CALIFORNIA,La informaci¢n  nutrimental  se encuentra en otro idioma distinto al espa§ol
PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL CHARAL,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,RAMTONIO DULCERIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA AL COSTO,BAJA CALIFORNIA,Producto Caducado
PRENDAS DE VESTIR,BOUTIQUE LA ROPA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA 3 HERMANOS Y/O TIRIOZA S.A DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ESTRELLA NI—OS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,DULCERIA EL COMPADRE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA ADILENE,BAJA CALIFORNIA,Carece de leyenda : No etiquetado para su venta Individual
DULCES Y GOLOSINAS,DULCERIA PENINSULAR,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL COMPADRE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,DULCERIA EL CHATO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA AYALA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ALIMENTOS FINOS AILED  S. DE R.L. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO SAUCEDO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL RORRO,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,MINI MARKET NAVSON,BAJA CALIFORNIA,Carece de veracidad en informaci¢n
PRODUCTOS ALIMENTICIOS,MERCADO BRISMA  S.A.,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,MERCADO  Y CARNICERIA REFORMA,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
PRODUCTOS ALIMENTICIOS,MERCADO LA VILLITA Y/O SILVIA GONZALEZ,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
WHISKY ESCOCES,PAMPAS RESTAURANTE DO BRASIL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,RESULTA & RESALTA,BAJA CALIFORNIA,Ostenta la informacion comercial en idioma distinto al espaÒol
DULCES Y GOLOSINAS,PAPELERIA Y DULCERIA JUVERA,BAJA CALIFORNIA,Carece de veracidad en informaci¢n
DULCES Y GOLOSINAS,SUPER DULCES,BAJA CALIFORNIA,Producto Caducado
DULCES Y GOLOSINAS,RAMTONIO DULCERIAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,FRUTERIA Y DULCERIA HUICHO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA DON TIMO,BAJA CALIFORNIA,Ostenta la fecha de caducidad en forma ilegible
VINO,CABANNA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
WHISKY ESCOCES,RESTAURANT EL RODEO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
VINO TINTO,FONDA ARGENTINA S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
WHISKY ESCOCES,APPLEBEEÔS ROSARITO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA DON MAX,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS DE VESTIR,OK ACCESORIES,BAJA CALIFORNIA,Carece de la informaci¢n comercial obligatoria en idioma espa§ol
PRODUCTOS ALIMENTICIOS,AUTOSERVICIO EL ANDARIEGO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO SAN SEBASTIAN,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES Y CARNICERIA LAS GUERITAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,TORTILLERIA MORA,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,AUTO SERVICIO OJEDA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES JARDIN 2,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
MEDICAMENTOS,FARMACIAS GUSHER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO GARZAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES PAOLA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES CACHANILLA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,IMPORTADORA Y DISTRIBUIDORA LA CANASTA S. DE R.L. DE C.V.,BAJA CALIFORNIA,Carece de fecha de caducidad
PRODUCTOS ALIMENTICIOS,MERCADO CASABLANCA,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,MERCADO VISTA MAR,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO EL AHORRO,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,MERCADO HECTORS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CARNICERIA CASTILLO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CARNICERIA LOMAS,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,MINIMERCADO Y CARNICERIA LA ESCONDIDA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,HIGH LIFE DE TIJUANA  S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO LA ESMERALDA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CARNICERIA Y FRUTERIA MI TIJUANA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,SUPERMERCADO EL DORADO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,COMERDCIALIZADORA KIN,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES LESLY,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES VILLA DEL REAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO 5 HERMANOS S.A. DE C.V.,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
JOYERIA,TATIANAÔS CURIOS,BAJA CALIFORNIA,Carece de logotipo del fabricante
JOYERIA,CURIOS LA MINA DE TAXCO,BAJA CALIFORNIA,Carece de logotipo del fabricante
ACCESORIOS P/ TELEFONO CELULAR,ANDROID STORE COMMUNICATIONS,BAJA CALIFORNIA,Carece de la informacion comercial obligatoria en idioma espaÒol
JOYERIA,RULEÔS  PLACE,BAJA CALIFORNIA,Carece de logotipo del fabricante
JOYERIA,CURIOS RUBENS,BAJA CALIFORNIA,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
DULCES Y GOLOSINAS,MEGA DULCES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. (SUCURSAL- RIO),BAJA CALIFORNIA,Carece de veracidad en informaci¢n
PRODUCTOS ALIMENTICIOS,COMERCIALIZADORA DE ALIMENTOS EL MAYA,BAJA CALIFORNIA,Carece de fecha de caducidad
PRODUCTOS ALIMENTICIOS,SMART & FINAL DEL NOROESTE S.A. DE C.V.,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
PRODUCTOS ALIMENTICIOS,CASA CHAPA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO PARIS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES NANCY,BAJA CALIFORNIA,Producto Caducado
PRODUCTOS ALIMENTICIOS,MERCADO MONTES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES SALVATIERRA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES COSIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CARNICERIA TIJUANA Y/O GUSTAVO REYES CANIZALES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA LA PI—ATA,BAJA CALIFORNIA,Carece de toda informacion comercial  en el producto
PRODUCTOS ALIMENTICIOS,DULCERIA VILLA NUEVAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA LA  CANASTA,BAJA CALIFORNIA,Carece de fecha de caducidad
DULCES Y GOLOSINAS,DULCERIA JUNIOR,BAJA CALIFORNIA,No indica veracidad de la informaci¢n comercial
DULCES Y GOLOSINAS,COMERCIALIZADORA KIN,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,BAJAS JEWELS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,CREACIONES JOYERIA PADILLA,BAJA CALIFORNIA,Carece de la  cantidad numerica que indique  la ley del metal
JOYERIA,ALEXANDER JOYEROS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,JOYERIA GEMA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,JOYERIA Y REGALOS MONTE CARLO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,HILTON JOYERIAS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,JOYERIA MONTECARLO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,JOYERIA MONTECARLO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLATA,JOYERIA SANDOVAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,EL TRIUNFO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA LA FIESTA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,MERCADO EL AVENTURERO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,CAMPOS REYEROS Y CIA S.A. DE C.V. Y/O COMEX,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,PASSARELA Y/O LUZ INES DE LA TOBA AMADOR,BAJA CALIFORNIA SUR,Carece de la leyenda que identifique el pais de origen
PANTALON,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NI—AS,BAJA CALIFORNIA SUR,Ostenta la informacion comercial en idioma distinto al espaÒol
BLUSON PARA DAMA,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NI—AS,BAJA CALIFORNIA SUR,Ostenta la informacion comercial en idioma distinto al espaÒol
PRODUCTOS ALIMENTICIOS,OXXO CAMINO REAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO ARCOIRIS Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO ESMERALDA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO PINO PALLAS Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO AYUNTAMIENTO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO ATARDECERES Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,DULCEROS DE BAJA CALIFORNIA SUR  S.A. DE C.V. Y/O BODEGON DULCERO,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,LA RANITA DISTRIBUCIONES S. DE R.L. DE C.V. Y/O EL DESCONTON,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,LURAIMA  S.A. DE C.V. (DULCERIA LA CONEJA),BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,LA RANITA DISTRIBUCIONES  S. DE R. L. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,FRANCISCO DE JESUS AGUIRRE VAZQUEZ Y/O DULCERIA BETO'S,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,MARCO DAHI DOMINGUEZ HIGUERA Y/O DULCERIA OSCARIN,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES 2,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO PADRE KINO Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO SUR Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO LA FUENTE Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO EL PALMAR Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO ALLENDE Y/O CADENA COMERCIAL OXXO  S.A.D E C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO 20 DE NOVIEMBRE Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO SALINAS LEAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ADELA GERALDO MORALES Y/O DULCERIA DULCE,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,DULCES ROSSY  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO KINO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO BRAVO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO MARGARITA MAZA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,JESUS ENRIQUE DUARTE GOMEZ Y/O  DULCERIA LA RANITA,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,MARIA ELVIA PEREZ VALENZUELA  Y/O DULCERIA EL VENADITO,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,DULCES SEMILLAS Y PLASTICOS  D÷AZ SC DE R.L. DE C.V. Y/O DULCERIA LA PI—ATA,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,DULCERIA ALADINOS S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,TIENDAS CHEDRAUI S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,LA PAZ COMERCIAL  S.A. (ALMACENES EL AGUILA),BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,COPPEL  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,ELEKTRA DEL MILENIO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,SEARS OPERADORA  MEXICO  S.A. DE C.V. Y/O SEARS,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,HERMANOS BATTA S.A. DE C.V. Y/O B HERMANOS,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,GRUPO CALZAPATO S.A.DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,BAJA STAR   CORP  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
HARINA DE MAIZ,COMERCIALIZADORA DAX S.A. DE C.V.  Y/O TIENDA DAX,BAJA CALIFORNIA SUR,Carece de los requisitos generales de etiquetado
CHOCOLATE,MARIA ISABEL ANGULO LUCERO Y/O DULCES Y SEMILLAS LOS PEQUES,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,INSTALACIONES TECNICAS CALIFORNIA S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO CORTINEZ  Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,OXXO TUNA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LAZARO CARDENAS,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,APPLEMEX  S.A. DE C.V. Y/O APPLEBEE ' S   SUCURSAL LA PAZ,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,NAYTA  S.A. DE C.V. (RESTAURANT EL AURA),BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,HOTELES Y RESTAURANTES  S.A. DE C.V. (RESTAURANTE),BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,JOKTAN ELBERT Y/O RESTAURANT BAR FRITZ,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,LAURA ELENA CARRILLO CASTILLO Y/O ASADERO RANCHO VIEJO 2,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
CEREALES,CASA LEY  S.A. DE C.V.,BAJA CALIFORNIA SUR,Carece  de Leyendas precautorias
CHOCOLATE,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES 2,BAJA CALIFORNIA SUR,Induce a error o confision con respecto a la naturaleza y caracteristicas del producto
ATUN,CARLOS ARAMBURO  S.A. DE C.V. Y/O SUPERMERCADO ARAMBURO FORJADORES,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,ALISER FELIX ORTEGA Y/O ALISER  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS CHEDRAUI S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA  S.A. DE C.V. Y/O SUCURSAL EL MEZQUITITO (621),BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA S.A. DE C.V. Y/O CITY CLUB,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA S.A. DE C.V. Y/O SORIANA LA BALLENA (521),BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. Y/O WALMART SUPER CENTER,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. Y/O SAMS CLUB COLA DE BALLENA,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. Y/O SUCURSAL MEGA LA PAZ,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,LEY EXPRESS MIRAMAR Y/O CASA LEY  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,LEY EXPRESS PROGRESO Y/O CASA LEY  S.A. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS CHEDRAUI S.A.DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,BODEGA AURRERA CAMINO REAL   Y/O NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
ATUN,LEY EXPRESS CAMINO REAL 1222 Y/O CASA LEY S.A.DE C.V.,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO
